protein	pdb/af50m	empty	best_ann	annotation_found	low_information
954540342	af50m	False	Uncharacterized protein	False	False
2494013751	af50m	True	NA	NA	NA
2494013830	af50m	False	Uncharacterized protein	False	False
713662910	af50m	False	HK97 gp10 family phage protein	True	False
2494013955	af50m	False	Uncharacterized protein	False	False
1209836222	af50m	True	NA	NA	NA
1698243353	af50m	False	Putative prophage PSSB64-02, Orf35	True	False
1209836344	af50m	False	Uncharacterized protein	False	False
1698243421	af50m	False	Uncharacterized protein	False	False
1209836399	af50m	True	NA	NA	NA
383389902	af50m	False	Uncharacterized protein	False	False
1417815219	af50m	False	Bro-N domain-containing protein	True	False
1417815223	af50m	True	NA	NA	NA
1278223979	af50m	True	NA	NA	NA
2289974713	af50m	False	Uncharacterized protein	False	False
1278224037	af50m	True	NA	NA	NA
1278224085	af50m	False	Transmembrane prolyl 4-hydroxylase	True	False
1199937651	af50m	True	NA	NA	NA
1199937652	af50m	True	NA	NA	NA
1278224158	af50m	False	HNH endonuclease	True	False
1348413308	af50m	False	Flagellar hook assembly protein FlgD	True	False
209528711	af50m	False	Transposase	True	True
953264209	af50m	False	Ead/Ea22-like family protein	True	False
563784684	af50m	False	Rho_N domain-containing protein	True	False
2416396839	af50m	False	Uncharacterized protein	False	False
2449456379	af50m	True	NA	NA	NA
1834463006	af50m	False	Uncharacterized protein	False	False
1845926010	af50m	True	NA	NA	NA
164609296	af50m	True	NA	NA	NA
1278226410	af50m	False	Uncharacterized protein	False	False
164609342	af50m	True	NA	NA	NA
2459381992	af50m	False	Uncharacterized protein	False	False
2449456487	af50m	False	Uncharacterized protein	False	False
2296131849	af50m	True	NA	NA	NA
2082222382	af50m	False	Uncharacterized protein	False	False
164609404	af50m	False	Uncharacterized protein	False	False
1682780525	af50m	False	Uncharacterized protein	False	False
2296132166	af50m	False	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	True	False
2333487698	af50m	False	Uncharacterized protein	False	False
1199938232	af50m	True	NA	NA	NA
2296132213	af50m	False	Uncharacterized protein	False	False
334738039	af50m	True	NA	NA	NA
334738100	af50m	False	Macro domain-containing protein	True	False
2296132315	af50m	False	CTP_transf_like domain-containing protein	True	False
334738165	af50m	False	DUF488 family protein	False	True
2296132365	af50m	True	NA	NA	NA
1585558301	af50m	False	Uncharacterized protein	False	False
334738218	af50m	True	NA	NA	NA
2296132421	af50m	True	NA	NA	NA
2449456608	af50m	True	NA	NA	NA
334738260	af50m	True	NA	NA	NA
2095887196	af50m	True	NA	NA	NA
164609529	af50m	True	NA	NA	NA
1574515783	af50m	True	NA	NA	NA
1585558630	af50m	False	Rha family transcriptional regulator	True	False
1574515834	af50m	True	NA	NA	NA
1825586519	af50m	False	DNA helicase	True	False
1199938350	af50m	False	Uncharacterized protein	False	False
164609582	af50m	True	NA	NA	NA
2449456691	af50m	True	NA	NA	NA
723006743	af50m	False	Uncharacterized protein	False	False
33338649	af50m	False	Uncharacterized protein	False	False
2441065828	af50m	True	NA	NA	NA
1199938388	af50m	True	NA	NA	NA
2441065934	af50m	True	NA	NA	NA
164609638	af50m	True	NA	NA	NA
529282560	af50m	True	NA	NA	NA
1817916990	af50m	True	NA	NA	NA
529282643	af50m	True	NA	NA	NA
345650822	af50m	False	HD domain protein	True	False
529282703	af50m	True	NA	NA	NA
529282799	af50m	True	NA	NA	NA
1585559336	af50m	True	NA	NA	NA
325048387	af50m	True	NA	NA	NA
371767314	af50m	True	NA	NA	NA
1103771694	af50m	False	Phage protein D	True	False
1613838774	af50m	False	Putative phage protein (TIGR02218 family)	True	True
2289973815	af50m	False	Uncharacterized protein	False	False
1808210403	af50m	True	NA	NA	NA
8895176	af50m	False	Deoxyuridine 5'-triphosphate nucleotidohydrolase family protein	True	False
2289974054	af50m	False	Uncharacterized homolog of phage Mu protein gp47	True	False
2449456429	af50m	True	NA	NA	NA
2449456543	af50m	False	Uncharacterized protein	False	False
164609472	af50m	True	NA	NA	NA
1024212673	af50m	False	GntR family transcriptional regulator	True	False
1825587006	af50m	False	Uncharacterized protein	False	False
1278230334	af50m	True	NA	NA	NA
1278230438	af50m	False	Uncharacterized protein	False	False
1825587517	af50m	True	NA	NA	NA
82657847	af50m	False	Virion structural protein	True	False
82657887	af50m	False	Uncharacterized protein	False	False
1825588186	af50m	False	HK97 gp10 family phage protein	True	False
359842903	af50m	True	NA	NA	NA
359842941	af50m	True	NA	NA	NA
359843009	af50m	True	NA	NA	NA
469615819	af50m	False	DUF5664 domain-containing protein	False	True
359843075	af50m	True	NA	NA	NA
359843128	af50m	True	NA	NA	NA
359843190	af50m	True	NA	NA	NA
985788792	af50m	False	TIGR02594 family protein	True	False
1825589125	af50m	False	Uncharacterized protein	False	False
1003341916	af50m	False	Phage replication protein	True	True
952977524	af50m	True	NA	NA	NA
2416396415	af50m	True	NA	NA	NA
1003341991	af50m	False	Uncharacterized protein	False	False
952977597	af50m	False	Uncharacterized protein	False	False
1595689403	af50m	False	Uncharacterized protein	False	False
372001339	af50m	False	Uncharacterized protein	False	False
2416396880	af50m	False	ParB domain-containing protein	True	False
1735346948	af50m	False	AAA domain-containing protein	True	False
965692179	af50m	False	PriA_3primeBD domain-containing protein	True	False
965692230	af50m	False	Uncharacterized protein	False	False
1015794520	af50m	False	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	True	False
1015794523	af50m	False	Putative prophage PSSB64-02, Orf53	True	False
1015794611	af50m	False	Uncharacterized protein	False	False
1015794614	af50m	False	Uncharacterized protein	False	False
2214225141	af50m	False	Uncharacterized protein	False	False
1332563122	af50m	False	HNHc domain-containing protein	True	False
1585564937	af50m	False	DNA (cytosine-5-)-methyltransferase	True	False
2095861136	af50m	False	LysM peptidoglycan-binding domain-containing protein	True	False
2095861207	af50m	True	NA	NA	NA
2095861209	af50m	False	Uncharacterized protein	False	False
1735347731	af50m	False	RNase H type-1 domain-containing protein	True	False
1735347899	af50m	True	NA	NA	NA
2220674931	af50m	False	Uncharacterized protein	False	False
1776603069	af50m	True	NA	NA	NA
1776603159	af50m	False	Uncharacterized protein	False	False
1720701067	af50m	False	Putative sulfoxide reductase catalytic subunit	True	True
954540420	af50m	False	Sll0181 protein	True	False
1043845810	af50m	False	Uncharacterized protein	False	False
2116899618	af50m	False	PhiEco32-like amidoligase-type 2 protein	True	False
2040222859	af50m	True	NA	NA	NA
2132890818	af50m	True	NA	NA	NA
2040222998	af50m	True	NA	NA	NA
2366068007	af50m	False	Uncharacterized protein	False	False
325048378	af50m	False	Uncharacterized protein	False	False
936761435	af50m	False	Uncharacterized protein YheU (UPF0270 family)	False	True
2203408540	af50m	True	NA	NA	NA
401824134	af50m	False	Mu-like prophage I protein	True	False
401824177	af50m	False	Putative phage holin	True	False
1428085229	af50m	True	NA	NA	NA
1384045163	af50m	False	Phosphomevalonate kinase	True	True
2065947262	af50m	False	Tail assembly chaperone	True	False
1356683936	af50m	False	Uncharacterized protein	False	False
846388389	af50m	False	Plastid ribosomal protein L11	True	False
2425642487	af50m	False	C1q domain-containing protein	True	True
1338671635	af50m	True	NA	NA	NA
2563563598	af50m	False	Putative cysteine repeat modular protein 1 PbCRM1	True	False
2273796265	af50m	False	DUF550 domain-containing protein	False	True
2067456202	af50m	False	Uncharacterized protein	False	False
1428087043	af50m	False	Uncharacterized protein	False	False
1428087044	af50m	False	Uncharacterized protein	False	False
1428087116	af50m	True	NA	NA	NA
1428087117	af50m	False	Putative membrane associated protein	False	True
1870356822	af50m	True	NA	NA	NA
2091262792	af50m	False	Uncharacterized protein	False	False
2177196449	af50m	True	NA	NA	NA
2177196506	af50m	False	Uncharacterized protein	False	False
1585635852	af50m	True	NA	NA	NA
1585635901	af50m	False	Uncharacterized protein	False	False
1585635981	af50m	True	NA	NA	NA
1585636041	af50m	False	DUF488 family protein	False	True
1585636099	af50m	True	NA	NA	NA
1585636147	af50m	True	NA	NA	NA
1585636196	af50m	True	NA	NA	NA
2019615817	af50m	True	NA	NA	NA
2019615880	af50m	False	Cupin_2 domain-containing protein	True	False
2019615930	af50m	True	NA	NA	NA
2019615977	af50m	True	NA	NA	NA
189490433	af50m	False	ABC transporter ATPase	True	False
2019616027	af50m	False	Putative membrane protein	False	True
2019616078	af50m	True	NA	NA	NA
1866753955	af50m	False	Mrr_cat domain-containing protein	True	False
2395596852	af50m	False	Hybrid sensor histidine kinase/response regulator	True	False
1585637526	af50m	False	Uncharacterized protein	False	False
1585637592	af50m	False	Penicillin-binding protein-related factor A, putative recombinase	True	False
2579720492	af50m	True	NA	NA	NA
1971775871	af50m	True	NA	NA	NA
1995959699	af50m	False	von Willebrand factor type A	True	False
1021472689	af50m	True	NA	NA	NA
1900769294	af50m	False	Endosialidase-like protein	True	False
2239983633	af50m	False	Uncharacterized protein	False	False
1021472810	af50m	False	Uncharacterized protein	False	False
1900769386	af50m	True	NA	NA	NA
2419093776	af50m	False	Prophage pi3 protein 45	True	True
2476110117	af50m	False	Peptidase M15	True	False
2419093825	af50m	False	Helicase C-terminal domain-containing protein	True	False
2476110207	af50m	False	Putative sulfoxide reductase catalytic subunit	True	False
985788884	af50m	True	NA	NA	NA
985788944	af50m	False	FAD-dependent thymidylate synthase	True	False
985788999	af50m	True	NA	NA	NA
2314662694	af50m	False	Putative structural protein	True	False
2314662695	af50m	False	F5/8 type C domain-containing protein	True	False
1332540386	af50m	False	Uncharacterized protein	False	False
1635513506	af50m	False	Uncharacterized protein	False	False
1736635595	af50m	True	NA	NA	NA
1829640835	af50m	True	NA	NA	NA
1269167540	af50m	False	Uncharacterized protein	False	False
110294468	af50m	False	Putative coiled-coil protein from phage origin	True	False
1269167593	af50m	False	Aminoacyl-tRNA hydrolase	True	False
2095887999	af50m	False	RING-type domain-containing protein	True	False
1269167668	af50m	False	VWFA domain-containing protein	True	False
2095937164	af50m	True	NA	NA	NA
2395567988	af50m	False	Uncharacterized protein	False	False
525334691	af50m	False	Uncharacterized protein	False	False
1608087751	af50m	False	Nucleotidyltransferase	True	False
1269168367	af50m	False	Putative lipoprotein	True	False
2347366739	af50m	True	NA	NA	NA
2347366793	af50m	True	NA	NA	NA
526776723	af50m	False	Uncharacterized protein	False	False
2347366840	af50m	True	NA	NA	NA
2569304542	af50m	False	Peptidase_M15_4 domain-containing protein	True	False
1930263195	af50m	False	Uncharacterized protein	False	False
1278278368	af50m	False	NlpC/P60 domain-containing protein	True	False
2190146520	af50m	False	ASCH domain-containing protein	True	False
2190146582	af50m	False	Uncharacterized protein	False	False
410025021	af50m	True	NA	NA	NA
410025209	af50m	False	Uncharacterized protein	False	False
2080079594	af50m	False	Head-tail adaptor protein	True	False
2258075395	af50m	False	Uncharacterized protein	False	False
2080079695	af50m	False	Uncharacterized protein	False	False
2045509469	af50m	False	DUF2591 domain-containing protein	False	True
2214231959	af50m	False	Uncharacterized protein	False	False
2080079785	af50m	False	Uncharacterized protein	False	False
2449456607	af50m	True	NA	NA	NA
1045463329	af50m	False	DNA helicase	True	False
161513936	af50m	False	Vitamin B12-dependent ribonucleotide reductase	True	False
1321075190	af50m	False	Beta_helix domain-containing protein	True	True
1278313010	af50m	True	NA	NA	NA
937263677	af50m	True	NA	NA	NA
1321075261	af50m	False	ABC transporter	True	False
1278227347	af50m	False	Cell wall hydrolase	True	False
2581071428	af50m	True	NA	NA	NA
2552399675	af50m	False	HicB-like domain-containing protein	True	False
2552399685	af50m	True	NA	NA	NA
387155819	af50m	False	Uncharacterized protein	False	False
1417808049	af50m	True	NA	NA	NA
2468022688	af50m	False	Prophage pi3 protein 45	True	True
590121727	af50m	False	PD-(D/E)XK nuclease superfamily protein	True	True
2492075379	af50m	False	N-alpha-acetyltransferase 40	True	False
1908379329	af50m	False	SMI1_KNR4 domain-containing protein	True	True
48697092	af50m	True	NA	NA	NA
48697093	af50m	False	Uncharacterized protein	False	False
383389604	af50m	False	Uncharacterized protein	False	False
383389660	af50m	True	NA	NA	NA
383389708	af50m	True	NA	NA	NA
383389758	af50m	True	NA	NA	NA
383389810	af50m	False	Uncharacterized protein	False	False
383389859	af50m	True	NA	NA	NA
1336447764	af50m	True	NA	NA	NA
1336447794	af50m	True	NA	NA	NA
1336447855	af50m	False	Uncharacterized protein	False	False
1336447922	af50m	True	NA	NA	NA
2162922817	af50m	False	Uncharacterized protein	False	False
1882265199	af50m	False	Uncharacterized protein	False	False
1882265202	af50m	True	NA	NA	NA
1199937579	af50m	True	NA	NA	NA
1033017440	af50m	True	NA	NA	NA
585865407	af50m	False	Putative structural protein	True	False
1199937772	af50m	False	Uncharacterized protein	False	False
1199937848	af50m	True	NA	NA	NA
1199937906	af50m	True	NA	NA	NA
1199937971	af50m	True	NA	NA	NA
334738037	af50m	True	NA	NA	NA
1808210402	af50m	True	NA	NA	NA
1199938030	af50m	True	NA	NA	NA
1199938072	af50m	False	Tail fiber domain-containing protein	True	False
1808210497	af50m	False	DUF5664 domain-containing protein	False	True
1808210498	af50m	False	FAD-dependent thymidylate synthase	True	False
1199938131	af50m	True	NA	NA	NA
1199938176	af50m	True	NA	NA	NA
1829640833	af50m	False	Uncharacterized protein	False	False
1822268062	af50m	True	NA	NA	NA
1199938231	af50m	True	NA	NA	NA
1199938297	af50m	True	NA	NA	NA
1199938349	af50m	True	NA	NA	NA
1199938434	af50m	True	NA	NA	NA
1386683363	af50m	True	NA	NA	NA
2220661747	af50m	True	NA	NA	NA
1386683415	af50m	True	NA	NA	NA
2492010684	af50m	False	Single-stranded DNA-binding protein	True	False
2220661836	af50m	False	PF11681 family protein	True	True
610507875	af50m	True	NA	NA	NA
2220661905	af50m	False	Chromatin elongation factor SPT5	True	True
2220661993	af50m	False	Uncharacterized protein	False	False
1896094968	af50m	False	PE-PGRS family protein	True	False
2220662056	af50m	False	Endonuclease	True	False
2220662117	af50m	False	Neck protein	True	False
1585559135	af50m	False	Rha family transcriptional regulator	True	False
2220662186	af50m	True	NA	NA	NA
2492014032	af50m	True	NA	NA	NA
2492014034	af50m	False	Uncharacterized protein	False	False
334738259	af50m	True	NA	NA	NA
402169405	af50m	False	Uncharacterized protein	False	False
1026924247	af50m	False	Uncharacterized protein	False	False
1026924248	af50m	False	Antirestriction protein	True	False
1026924302	af50m	False	6-carboxy-5,6,7,8-tetrahydropterin synthase	True	False
1026924342	af50m	False	Baseplate wedge protein	True	False
1026924387	af50m	False	Uncharacterized protein	False	False
1026924433	af50m	False	Peptidase S74 domain-containing protein	True	False
334738338	af50m	False	ATPase	True	False
713662422	af50m	True	NA	NA	NA
2494013703	af50m	True	NA	NA	NA
954540340	af50m	False	Uncharacterized protein	False	False
2494013790	af50m	True	NA	NA	NA
954540412	af50m	False	Bacteriophage Lambda NinG protein	True	False
2494013954	af50m	False	Uncharacterized protein	False	False
1209836163	af50m	False	DNA polymerase	True	False
1209836221	af50m	True	NA	NA	NA
1209836338	af50m	False	RnaseH	True	False
2091262789	af50m	False	Uncharacterized protein DUF4128	False	True
1209836397	af50m	True	NA	NA	NA
383389901	af50m	True	NA	NA	NA
1417815217	af50m	False	Fe2OG dioxygenase domain-containing protein	True	False
2554111340	af50m	True	NA	NA	NA
1278223978	af50m	False	HNHc domain-containing protein	True	False
2289974709	af50m	True	NA	NA	NA
1278224032	af50m	False	DEAD/DEAH box helicase	True	False
1278224084	af50m	False	Collagen triple helix repeat protein	True	False
1199937649	af50m	True	NA	NA	NA
1278224155	af50m	False	Ribonuclease E	True	False
2337449770	af50m	True	NA	NA	NA
1278224216	af50m	False	Macro domain-containing protein	True	False
1348413303	af50m	True	NA	NA	NA
209528706	af50m	False	ArabFuran-catal domain-containing protein	True	True
209528708	af50m	False	Phage tail assembly chaperone, TAC	True	False
1199937700	af50m	True	NA	NA	NA
1049307945	af50m	False	Uncharacterized protein	False	False
1682778978	af50m	False	Lipoprotein	True	True
563784681	af50m	False	BppU family phage baseplate upper protein	True	False
2315201755	af50m	False	N-acetylglutamate synthase-like GNAT family acetyltransferase	True	False
2416396838	af50m	False	DNA primase	True	True
1845926006	af50m	True	NA	NA	NA
1845926008	af50m	True	NA	NA	NA
1834463005	af50m	False	HK97 gp10 family phage protein	True	False
164609291	af50m	True	NA	NA	NA
2449456427	af50m	True	NA	NA	NA
1278226409	af50m	False	N4-gp56 family major capsid protein	True	False
164609340	af50m	True	NA	NA	NA
2296131701	af50m	True	NA	NA	NA
2449456486	af50m	True	NA	NA	NA
2082222374	af50m	False	YdaU family protein	True	True
164609403	af50m	True	NA	NA	NA
1682780523	af50m	False	Oxidoreductase	True	False
2296131990	af50m	False	Putative Hef-like homing endonuclease	True	False
2296132165	af50m	False	Uncharacterized protein	False	False
2333487692	af50m	False	Phage protein, HK97 gp10 family	True	False
164609471	af50m	True	NA	NA	NA
334738099	af50m	True	NA	NA	NA
334738164	af50m	True	NA	NA	NA
334738217	af50m	False	Uncharacterized protein	False	False
334738302	af50m	True	NA	NA	NA
164609528	af50m	False	Uncharacterized protein	False	False
1585558629	af50m	True	NA	NA	NA
164609581	af50m	True	NA	NA	NA
2449456690	af50m	False	GPW_gp25 domain-containing protein	True	False
723006739	af50m	False	Uncharacterized protein	False	False
723006738	af50m	False	Prophage regulatory protein	True	False
2441065826	af50m	True	NA	NA	NA
1199938385	af50m	True	NA	NA	NA
2441065932	af50m	False	Uncharacterized protein	False	False
164609637	af50m	True	NA	NA	NA
529282559	af50m	True	NA	NA	NA
2449456746	af50m	True	NA	NA	NA
1899050501	af50m	False	HNHc domain-containing protein	True	False
1817916987	af50m	False	Uncharacterized protein	False	False
529282641	af50m	True	NA	NA	NA
529282701	af50m	True	NA	NA	NA
529282795	af50m	True	NA	NA	NA
529282798	af50m	False	Ribose-phosphate pyrophosphokinase	True	True
1899050795	af50m	False	FAD-dependent thymidylate synthase	True	False
1899050836	af50m	True	NA	NA	NA
723007486	af50m	True	NA	NA	NA
371767357	af50m	True	NA	NA	NA
1613838773	af50m	False	Phage tail protein	True	False
1808210401	af50m	False	NAPRTase domain-containing protein	True	False
2289973814	af50m	True	NA	NA	NA
2289974053	af50m	False	Baseplate_J domain-containing protein	True	False
2449456377	af50m	True	NA	NA	NA
2449456542	af50m	False	Uncharacterized protein	False	False
1278230333	af50m	False	DUF2500 domain-containing protein	False	True
1269187006	af50m	True	NA	NA	NA
82657845	af50m	False	Uncharacterized protein	False	False
1825587774	af50m	True	NA	NA	NA
82657886	af50m	True	NA	NA	NA
2234368656	af50m	False	Uncharacterized protein	False	False
1825588185	af50m	False	M15 family peptidase	True	False
359842939	af50m	False	Cell division protein FtsZ	True	False
469615804	af50m	False	AIG2 family protein	True	False
359843008	af50m	True	NA	NA	NA
359843074	af50m	True	NA	NA	NA
359843120	af50m	True	NA	NA	NA
359843189	af50m	True	NA	NA	NA
2316420530	af50m	True	NA	NA	NA
1825588745	af50m	False	ANT domain-containing protein	True	False
1825589124	af50m	True	NA	NA	NA
2560280601	af50m	True	NA	NA	NA
1003341915	af50m	False	Replicative DNA helicase	True	False
2416396411	af50m	False	Uncharacterized protein	False	False
1003341990	af50m	False	Collar, head-to-tail connector protein	True	False
952977596	af50m	False	Tail fiber assembly protein	True	False
149408303	af50m	False	Nucleotide pyrophosphohydrolase	True	False
372001338	af50m	True	NA	NA	NA
2416396879	af50m	False	ParB domain-containing protein	True	False
1825589916	af50m	False	Uncharacterized protein	False	False
1735346869	af50m	False	Ead/Ea22-like family protein	True	False
1735346947	af50m	False	Uncharacterized protein	False	False
1585564422	af50m	False	Ead/Ea22-like family protein	True	False
965692178	af50m	False	Toprim domain-containing protein	True	False
1015794518	af50m	False	Integrase	True	False
1015794607	af50m	False	Ash family protein	True	True
2239983630	af50m	False	Predicted phosphoesterase or phosphohydrolase	True	False
2214225140	af50m	True	NA	NA	NA
1774636180	af50m	False	Uncharacterized protein	False	False
2095861205	af50m	True	NA	NA	NA
225594844	af50m	True	NA	NA	NA
1735347730	af50m	True	NA	NA	NA
1720701065	af50m	False	HK97 gp10 family phage protein	True	False
1776603366	af50m	False	Lytic transglycosylase domain-containing protein	True	False
2040222143	af50m	False	Uncharacterized protein	False	False
1143591503	af50m	False	DUF669 domain-containing protein	False	True
2116899727	af50m	True	NA	NA	NA
189490430	af50m	False	Uncharacterized protein	False	False
2040222858	af50m	True	NA	NA	NA
2079970631	af50m	True	NA	NA	NA
2040223135	af50m	False	Uncharacterized protein	False	False
1168037883	af50m	False	Uncharacterized protein	False	False
325048373	af50m	True	NA	NA	NA
2111756350	af50m	True	NA	NA	NA
936761433	af50m	False	Holliday junction resolvase RecU	True	False
936761434	af50m	True	NA	NA	NA
2203408534	af50m	True	NA	NA	NA
936761541	af50m	False	Uncharacterized protein	False	False
936761672	af50m	False	aGPT-Pplase1 domain-containing protein	True	False
936761773	af50m	False	Phage minor structural protein	True	False
1428085225	af50m	True	NA	NA	NA
1428085328	af50m	True	NA	NA	NA
1384045162	af50m	False	dNK domain-containing protein	True	False
2065947260	af50m	False	Bacteriophage HK97-gp10, putative tail-component	True	True
2065947261	af50m	False	Phage tail protein	True	False
846388385	af50m	False	HNHc domain-containing protein	True	False
2425642436	af50m	False	Primase	True	True
2287984073	af50m	False	HK97 gp10 family phage protein	True	False
2425642486	af50m	False	Phage-tail_3 domain-containing protein	True	False
2287984132	af50m	True	NA	NA	NA
1338671634	af50m	False	Uncharacterized protein	False	False
2563563592	af50m	False	Uncharacterized protein	False	False
1995956366	af50m	False	Uncharacterized protein	False	False
2273796257	af50m	True	NA	NA	NA
2067456201	af50m	True	NA	NA	NA
1428087042	af50m	False	N4-gp56 family major capsid protein	True	False
1428087114	af50m	False	Uncharacterized protein	False	False
2177196448	af50m	False	Probable DNA double-strand break repair Rad50 ATPase	True	False
290873774	af50m	False	Putative kinase	True	False
290873777	af50m	False	Uncharacterized protein	False	False
1188258250	af50m	False	Uncharacterized protein	False	False
2177196505	af50m	False	Chemotaxis protein	True	True
1585635843	af50m	True	NA	NA	NA
1585635900	af50m	True	NA	NA	NA
1585635980	af50m	True	NA	NA	NA
1585636040	af50m	True	NA	NA	NA
1585636098	af50m	False	3'-5' exoribonuclease	True	False
1585636144	af50m	True	NA	NA	NA
1585636195	af50m	True	NA	NA	NA
2019615878	af50m	False	Uncharacterized protein	False	False
2494013829	af50m	True	NA	NA	NA
2019615929	af50m	True	NA	NA	NA
2019615972	af50m	False	Uncharacterized protein	False	False
2019616024	af50m	False	Gll0587 protein	True	False
2095867167	af50m	True	NA	NA	NA
2019616077	af50m	True	NA	NA	NA
398256116	af50m	False	DNA-directed RNA polymerase	True	False
2395596849	af50m	False	Uncharacterized protein	False	False
1585637517	af50m	False	Uncharacterized protein	False	False
1585637591	af50m	False	Deoxynucleotide monophosphate kinase, putative	True	False
2502748387	af50m	False	Uncharacterized protein	False	False
1971775868	af50m	False	GIY-YIG domain-containing protein	True	False
2476110205	af50m	False	Peptidoglycan endopeptidase	True	False
2476108666	af50m	False	Uncharacterized protein	False	False
985787732	af50m	False	FluMu_N domain-containing protein	True	False
985787868	af50m	False	Uncharacterized protein	False	False
1278278367	af50m	False	ArsR family transcriptional regulator	True	True
1021472682	af50m	False	DUF4326 domain-containing protein	False	True
1900769292	af50m	False	BppU family phage baseplate upper protein	True	False
1021472807	af50m	False	Putative aB1gp47	True	False
1900769385	af50m	True	NA	NA	NA
2419093718	af50m	False	Phage tail protein	True	False
2419093771	af50m	False	Single-strand DNA-binding protein, putative	True	False
2476110116	af50m	True	NA	NA	NA
2419093824	af50m	False	Helicase C-terminal domain-containing protein	True	False
2419093901	af50m	True	NA	NA	NA
1774219713	af50m	False	Uncharacterized protein	False	False
985788880	af50m	False	RusA family crossover junction endodeoxyribonuclease	True	False
985788943	af50m	True	NA	NA	NA
2074145509	af50m	False	Site-specific recombinase, phage integrase family	True	False
2314662693	af50m	False	Phage tail protein	True	False
1736635535	af50m	True	NA	NA	NA
1635513505	af50m	True	NA	NA	NA
2418523736	af50m	False	Uncharacterized protein	False	False
1269167538	af50m	False	Putative ligase	True	False
1269167591	af50m	False	HNH endonuclease	True	False
2095887995	af50m	False	Uncharacterized protein	False	False
1269167665	af50m	False	Chemical-damaging agent resistance protein C	True	False
2095937153	af50m	True	NA	NA	NA
2162915153	af50m	True	NA	NA	NA
2395567987	af50m	False	DNA_pol3_beta_2 domain-containing protein	True	False
526776193	af50m	False	Uncharacterized protein	False	False
1608087554	af50m	False	DNA_pol_B_exo1 domain-containing protein	True	False
526776463	af50m	False	HNHc domain-containing protein	True	False
525334685	af50m	False	HEPN_RiboL-PSP domain-containing protein	True	False
1608087750	af50m	True	NA	NA	NA
1269168359	af50m	False	Uncharacterized protein	False	False
2347366738	af50m	True	NA	NA	NA
2347366792	af50m	False	Chaperonin 60	True	False
2347366839	af50m	True	NA	NA	NA
1698243418	af50m	False	Uncharacterized protein	False	False
1930263193	af50m	True	NA	NA	NA
2190146519	af50m	True	NA	NA	NA
2190146581	af50m	False	Chemotaxis protein	True	True
2080079593	af50m	False	Uncharacterized protein	False	False
2080079694	af50m	False	DGQHR domain protein	True	False
2045509467	af50m	False	Uncharacterized protein	False	False
2214231944	af50m	False	Uncharacterized protein	False	False
1955069862	af50m	True	NA	NA	NA
2449456606	af50m	True	NA	NA	NA
1045463328	af50m	False	Toprim domain protein	True	False
1321075189	af50m	True	NA	NA	NA
937263671	af50m	True	NA	NA	NA
1321075256	af50m	False	Uncharacterized protein	False	False
1278227346	af50m	True	NA	NA	NA
2329510845	af50m	False	Uncharacterized protein	False	False
1585564421	af50m	False	Sulfate transporter	True	True
2581071427	af50m	True	NA	NA	NA
387155818	af50m	True	NA	NA	NA
1417808047	af50m	False	Ribosomal protein S18 acetylase RimI	True	False
2468022687	af50m	False	Uncharacterized protein	False	False
1585558122	af50m	False	Phage tape measure protein	True	False
590121726	af50m	False	DUF2815 domain-containing protein	False	True
2492075374	af50m	True	NA	NA	NA
1908379327	af50m	False	Uncharacterized protein	False	False
821563161	af50m	True	NA	NA	NA
2258079567	af50m	False	HNHc domain-containing protein	True	False
2258079568	af50m	False	NUMOD1 domain-containing protein	True	False
383389599	af50m	True	NA	NA	NA
2512621511	af50m	False	Mlr8530 protein	True	False
383389658	af50m	True	NA	NA	NA
383389706	af50m	True	NA	NA	NA
383389756	af50m	False	MmcB family DNA repair protein	True	False
383389809	af50m	True	NA	NA	NA
383389858	af50m	True	NA	NA	NA
2492010677	af50m	True	NA	NA	NA
2127008271	af50m	False	Uncharacterized protein	False	False
919048879	af50m	False	Uncharacterized protein	False	False
1209836220	af50m	True	NA	NA	NA
1336447757	af50m	False	Uncharacterized protein	False	False
1336447793	af50m	True	NA	NA	NA
1336447854	af50m	True	NA	NA	NA
1483609218	af50m	False	Uncharacterized protein	False	False
2162922816	af50m	False	PF11681 family protein	True	True
2019615971	af50m	False	Uncharacterized protein	False	False
1882265197	af50m	False	VRR-NUC domain-containing protein	True	False
2548144173	af50m	False	Uncharacterized protein	False	False
1033017437	af50m	False	Basal-body rod modification protein FlgD	True	False
1199937771	af50m	False	Virion structural protein	True	False
1199937847	af50m	True	NA	NA	NA
1199937905	af50m	True	NA	NA	NA
1199937970	af50m	True	NA	NA	NA
29366707	af50m	False	Phosphomevalonate kinase	True	False
334738035	af50m	True	NA	NA	NA
1808210399	af50m	False	Macro domain-containing protein	True	False
1199938029	af50m	False	Uncharacterized protein	False	False
1199938070	af50m	False	Phage-related tail fibre protein-like protein	True	True
1199938129	af50m	True	NA	NA	NA
1199938175	af50m	False	Uncharacterized protein	False	False
1822268060	af50m	True	NA	NA	NA
1199938295	af50m	True	NA	NA	NA
1199938347	af50m	False	Globin	True	False
1199938433	af50m	True	NA	NA	NA
1386683361	af50m	False	Uncharacterized protein	False	False
2220661746	af50m	True	NA	NA	NA
1386683412	af50m	False	Transcriptional regulator	True	True
